Genome ID,Genome Name_x,Superkingdom,Family,Genome Quality,BioProject Accession,BioSample Accession,Assembly Accession,GenBank Accessions,Isolation Source,Collection Year,Isolation Country,Geographic Location,region,antibiotic_name,phenotype_label,gene_blaCTX_M,gene_blaSHV,gene_fosA,gene_blaNDM,gene_qnrB
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,trimethoprim/sulfamethoxazole,0,0,1,1,0,0
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,piperacillin/tazobactam,0,0,1,1,0,0
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,amikacin,0,0,1,1,0,0
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,tobramycin,0,0,1,1,0,0
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,gentamicin,0,0,1,1,0,0
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,cefoxitin,0,0,1,1,0,0
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,meropenem,0,0,1,1,0,0
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,cefepime,0,0,1,1,0,0
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,tetracycline,0,0,1,1,0,0
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,levofloxacin,0,0,1,1,0,0
573.18455,Klebsiella pneumoniae strain HPCN5,Bacteria,Enterobacteriaceae,Good,PRJNA472010,SAMN09223500,GCA_003171755.1,QGHI00000000,Domestic sewage,2016,India,India: Nagpur,Other,imipenem,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,imipenem,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,cefoxitin,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,ciprofloxacin,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,tetracycline,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,gentamicin,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,levofloxacin,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,cefepime,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,piperacillin/tazobactam,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,ertapenem,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,aztreonam,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,trimethoprim/sulfamethoxazole,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,amikacin,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,meropenem,0,0,1,1,0,0
573.18456,Klebsiella pneumoniae strain HPCN17,Bacteria,Enterobacteriaceae,Good,PRJNA472004,SAMN09223351,GCA_003173515.1,QGNV00000000,Domestic sewage,2016,India,India: Nagpur,Other,tobramycin,0,0,1,1,0,0
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,amikacin,0,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,tetracycline,0,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,cefepime,1,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,meropenem,1,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,piperacillin/tazobactam,1,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,cefoxitin,1,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,ertapenem,1,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,levofloxacin,1,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,trimethoprim/sulfamethoxazole,1,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,aztreonam,1,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,imipenem,1,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,ciprofloxacin,1,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,gentamicin,0,1,1,1,0,1
573.18687,Klebsiella pneumoniae strain 938,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782032,GCA_003311745.1,PYWE00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,tobramycin,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,imipenem,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,ertapenem,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,gentamicin,0,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,aztreonam,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,cefepime,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,tetracycline,0,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,meropenem,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,tobramycin,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,cefoxitin,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,amikacin,0,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,trimethoprim/sulfamethoxazole,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,levofloxacin,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,ciprofloxacin,1,1,1,1,0,1
573.18688,Klebsiella pneumoniae strain 876,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782029,GCA_003311785.1,PYWD00000000,blood sample from septicemic neonates,2015,India,India: Kolkata,east,piperacillin/tazobactam,1,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,gentamicin,0,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,tetracycline,0,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,tobramycin,0,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,amikacin,0,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,cefepime,1,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,trimethoprim/sulfamethoxazole,1,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,ciprofloxacin,1,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,imipenem,1,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,levofloxacin,1,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,meropenem,1,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,cefoxitin,1,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,ertapenem,1,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,piperacillin/tazobactam,1,1,1,1,0,1
573.18695,Klebsiella pneumoniae strain 936,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782031,GCA_003314495.1,QCZC00000000,Blood sample from neonates,2015,India,India: Kolkata,east,aztreonam,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,cefoxitin,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,tobramycin,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,piperacillin/tazobactam,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,ertapenem,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,imipenem,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,cefepime,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,ciprofloxacin,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,levofloxacin,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,trimethoprim/sulfamethoxazole,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,amikacin,0,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,meropenem,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,tetracycline,0,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,aztreonam,1,1,1,1,0,1
573.18696,Klebsiella pneumoniae strain 926,Bacteria,Enterobacteriaceae,Good,PRJNA445372,SAMN08782030,GCA_003314505.1,QCZB00000000,Blood sample from neonates,2015,India,India: Kolkata,east,gentamicin,0,1,1,1,0,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,tobramycin,1,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,levofloxacin,0,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,gentamicin,1,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,trimethoprim/sulfamethoxazole,1,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,ciprofloxacin,0,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,meropenem,0,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,amikacin,0,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,cefepime,1,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,cefoxitin,0,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,ertapenem,0,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,aztreonam,1,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,imipenem,0,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,piperacillin/tazobactam,1,1,1,1,1,1
573.19951,Klebsiella pneumoniae strain JNM10C3,Bacteria,Enterobacteriaceae,Good,PRJNA479760,SAMN09604068,GCA_003368365.1,"CP030877,CP030876,CP030878",Nasal swab,2017,India,India: West Bengal,east,tetracycline,1,1,1,1,1,1
