record_id,isolate_id,genome_id,pathogen_species,antibiotic_name,antibiotic_class,phenotype_label,ast_guideline,ast_year,state_ut,region,collection_year,assembly_quality,data_source,gene_blaCTX_M,gene_blaNDM,gene_blaOXA_48,gene_qnrS,gene_qnrB,gene_mcr_1,gene_aac6Ib,gene_tetA,gene_sul1,gene_tetB,gene_tetC,gene_tetD,gene_tetM,gene_aadA,gene_aph,gene_ant,gene_aac6Ib_cr,gene_qepA,gene_oqxA,gene_oqxB,gene_catA,gene_cmlA,gene_floR
deea2c32-1bc6-4cf6-ba46-5bf230980a8e,1337384.3,GCA_000482045,Escherichia coli,cefuroxime,Cephalosporin,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0145549a-72a2-4e4d-8083-b5341e58265c,1337384.3,GCA_000482045,Escherichia coli,chloramphenicol,Phenicol,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a068b78-e92c-431c-9421-62cb23a6ce36,1337384.3,GCA_000482045,Escherichia coli,doxycycline,Tetracycline,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1c7040f-25f6-406b-867b-8362ca3dd33a,1337384.3,GCA_000482045,Escherichia coli,ertapenem,Carbapenem,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d467240f-3460-4940-8fca-d01075c1867a,1337384.3,GCA_000482045,Escherichia coli,gentamicin,Aminoglycoside,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957cbf53-959d-46d3-8c5b-de316c9b3897,1337384.3,GCA_000482045,Escherichia coli,meropenem,Carbapenem,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ab2bee87-a858-4026-b032-c43107986434,1337384.3,GCA_000482045,Escherichia coli,nalidixic acid,Fluoroquinolone,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22365693-0247-46fa-8ac7-6bb1c4219b1c,1337384.3,GCA_000482045,Escherichia coli,streptomycin,,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f09849c5-abfa-4b6e-a955-e62b99bac618,1337384.3,GCA_000482045,Escherichia coli,sulfamethoxazole,,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d399a0c-d47d-44c6-8d59-d5cf1d267894,1337384.3,GCA_000482045,Escherichia coli,trimethoprim/sulfamethoxazole,,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ab64134-3459-4dcf-870a-fe7d043d346d,1337385.3,GCA_000482065,Escherichia coli,amoxicillin,Penicillin,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962398d8-b5d3-43ba-a8fa-7b2b97e4aff9,1337385.3,GCA_000482065,Escherichia coli,amoxicillin/clavulanic acid,Beta-lactam/BLI,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4abf925f-0ee3-45c6-a8d8-db8ce56c9727,1337385.3,GCA_000482065,Escherichia coli,ampicillin,Penicillin,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b12a235-a435-4db0-9839-0306be68abed,1337385.3,GCA_000482065,Escherichia coli,cefalothin,Cephalosporin,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9c63bb7a-ea56-463c-94e9-5a067e121f9c,1337385.3,GCA_000482065,Escherichia coli,cefepime,Cephalosporin,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92598374-6cbd-4a18-aa87-b46b28b47786,1337385.3,GCA_000482065,Escherichia coli,cefoxitin,Cephalosporin,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f4a11cb-8be2-485e-877c-a7f44e9c4f64,1337385.3,GCA_000482065,Escherichia coli,ceftazidime,Cephalosporin,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d288914d-f499-4cc2-baa3-afc149eb8edb,1337385.3,GCA_000482065,Escherichia coli,ceftriaxone,Cephalosporin,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4c5dc25-1383-4ffe-98e7-0bb486f281af,1337385.3,GCA_000482065,Escherichia coli,cefuroxime,Cephalosporin,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609a8051-0826-461a-ab19-e26d53f7d2c7,1337385.3,GCA_000482065,Escherichia coli,chloramphenicol,Phenicol,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fc388a0-5cc1-47bf-af84-f93ab2a09c46,1337385.3,GCA_000482065,Escherichia coli,doxycycline,Tetracycline,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25676521-05c1-4374-aa00-56194f2a1117,1337385.3,GCA_000482065,Escherichia coli,gentamicin,Aminoglycoside,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370f95eb-2172-45c9-b89c-218f5dd34ef1,1337385.3,GCA_000482065,Escherichia coli,imipenem,Carbapenem,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d2916c9-49a0-4a43-b2da-dae0e27a2ac2,1337385.3,GCA_000482065,Escherichia coli,levofloxacin,Fluoroquinolone,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381c87a5-ba2c-4f1f-b7da-45832ce14f55,1337385.3,GCA_000482065,Escherichia coli,streptomycin,,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b650a89d-3cd9-4057-a1a3-ffb88551294f,1337385.3,GCA_000482065,Escherichia coli,sulfamethoxazole,,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e14cb9a2-995e-477d-b57c-31a480f96208,1337385.3,GCA_000482065,Escherichia coli,tetracycline,Tetracycline,0,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d0964c29-e482-498c-b0e2-0c747668ff7c,1337385.3,GCA_000482065,Escherichia coli,trimethoprim,,1,CLSI,2023,India: Chandigarh,North,2013.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875f3c06-74ac-46e1-9e8d-ed355a8efc87,331111.28,GCA_000832005,Escherichia coli,amoxicillin,Penicillin,1,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c7c67c9-a2c9-4bb7-9347-c4a741159fae,331111.28,GCA_000832005,Escherichia coli,ampicillin,Penicillin,1,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d83b55d-7e4c-43e1-980c-0a4385a614cc,331111.28,GCA_000832005,Escherichia coli,ampicillin/sulbactam,Beta-lactam/BLI,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6da0529-4738-4731-b5fc-f28075c74f1f,331111.28,GCA_000832005,Escherichia coli,cefalothin,Cephalosporin,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
079385fc-5500-4c64-adc5-d752811f44e4,331111.28,GCA_000832005,Escherichia coli,cefazolin,Cephalosporin,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8f26815-0ca1-45f1-b183-41db4ecfb75c,331111.28,GCA_000832005,Escherichia coli,cefepime,Cephalosporin,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ccf9ea98-aee7-40bd-b5df-b4b9a3834cac,331111.28,GCA_000832005,Escherichia coli,cefoxitin,Cephalosporin,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc29739f-a7f2-430f-be82-264df22459c8,331111.28,GCA_000832005,Escherichia coli,chloramphenicol,Phenicol,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506c3bc4-1da4-4409-aa4d-1f0871b3d3d9,331111.28,GCA_000832005,Escherichia coli,ciprofloxacin,Fluoroquinolone,1,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534796e8-ce6e-452b-86db-f160ce0c1143,331111.28,GCA_000832005,Escherichia coli,ertapenem,Carbapenem,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94bb438a-f891-4d30-81d9-a0d9dac0b100,331111.28,GCA_000832005,Escherichia coli,gentamicin,Aminoglycoside,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4344933-8020-487e-b55c-7ef7f36ecac5,331111.28,GCA_000832005,Escherichia coli,imipenem,Carbapenem,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0441ec81-4a0f-4cf9-9a09-c1441608c581,331111.28,GCA_000832005,Escherichia coli,levofloxacin,Fluoroquinolone,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424183a2-fb51-4e1e-9ddb-dfeb95d01846,331111.28,GCA_000832005,Escherichia coli,piperacillin/tazobactam,Beta-lactam/BLI,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82411d15-4f6a-4f91-969e-8ae7527c3e2b,331111.28,GCA_000832005,Escherichia coli,tobramycin,Aminoglycoside,0,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477a271-05b5-45db-9e4a-5fe791e391cd,331111.28,GCA_000832005,Escherichia coli,trimethoprim/sulfamethoxazole,,1,CLSI,2023,India: Jawhar,Other,2012.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3faaa52-eec3-4630-a0d3-d46b2caeffa8,364106.45,GCA_014930875,Escherichia coli,amoxicillin/clavulanic acid,Beta-lactam/BLI,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5bb1a0d-f7e4-4500-8382-78fcc8b74c91,364106.45,GCA_014930875,Escherichia coli,ampicillin,Penicillin,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e892e85d-4517-4564-b9ec-45af4cf485bc,364106.45,GCA_014930875,Escherichia coli,ampicillin/sulbactam,Beta-lactam/BLI,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a962be2-faf5-4e2c-bfd8-3ed83ef2fae1,364106.45,GCA_014930875,Escherichia coli,cefalothin,Cephalosporin,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f4fdd53-6ac0-4092-a8c1-0cf9a19024d5,364106.45,GCA_014930875,Escherichia coli,cefazolin,Cephalosporin,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25eaa4be-d0e7-46c7-942a-94157b086421,364106.45,GCA_014930875,Escherichia coli,ceftazidime,Cephalosporin,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8caef262-fe86-431b-9f8b-5787551eead7,364106.45,GCA_014930875,Escherichia coli,ceftriaxone,Cephalosporin,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636d6897-2230-4ce2-b90c-6546ab4cb07d,364106.45,GCA_014930875,Escherichia coli,cefuroxime,Cephalosporin,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6017d727-21ac-4e8e-b0c7-251f2a85ace7,364106.45,GCA_014930875,Escherichia coli,chloramphenicol,Phenicol,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a97c3113-2eb5-450a-9dee-33be9756b4b3,364106.45,GCA_014930875,Escherichia coli,ciprofloxacin,Fluoroquinolone,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741b974f-759a-4c4d-8c47-fa3aeeb5274d,364106.45,GCA_014930875,Escherichia coli,doxycycline,Tetracycline,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c993034a-eac0-406a-a039-8720deec6579,364106.45,GCA_014930875,Escherichia coli,gentamicin,Aminoglycoside,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3cb064f-2e5e-4cc5-84f1-250019025005,364106.45,GCA_014930875,Escherichia coli,levofloxacin,Fluoroquinolone,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7825a419-02ce-4d63-ab55-8e43c14dfcf1,364106.45,GCA_014930875,Escherichia coli,meropenem,Carbapenem,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584635ed-c3b8-444a-b2ca-c621676816d5,364106.45,GCA_014930875,Escherichia coli,norfloxacin,,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99962a04-4d8f-4c08-a17b-1532254a2529,364106.45,GCA_014930875,Escherichia coli,piperacillin/tazobactam,Beta-lactam/BLI,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414e2411-353d-4703-9317-2035593d071f,364106.45,GCA_014930875,Escherichia coli,tobramycin,Aminoglycoside,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0f761b7-7268-48f6-8426-0b4fc00e2106,364106.45,GCA_014930875,Escherichia coli,trimethoprim/sulfamethoxazole,,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bb282f4-cb27-4f13-8cca-7578b9ed0e53,364106.46,GCA_015644765,Escherichia coli,amoxicillin,Penicillin,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d534a77c-e06b-41ab-a570-e4cdb5a12ef6,364106.46,GCA_015644765,Escherichia coli,amoxicillin/clavulanic acid,Beta-lactam/BLI,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3fa9d39c-e1c5-4309-ab42-e41548bb7459,364106.46,GCA_015644765,Escherichia coli,ampicillin,Penicillin,0,CLSI,2023,India: Thanjavur,South,2018.0,Pass,BV-BRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
